ID,descr,bridgeId,bridgeName*,assetClass,route,routeNumber,state*,region,lga,latitude*,longitude*,location,assetOwner*,managingAuthority,structureType,yearBuilt,designLoad,designStandard,clearanceHeight,spanLength,material,spanCount,totalLength,deckWidth,numberOfLanes,condition,conditionRating,structuralAdequacyRating,postingStatus,conditionStandard,seismicZone,asBuiltDrawingReference,floodImmunityAriYears,floodImpacted,highPriorityAsset,remarks,status,lastInspectionDate,nhvrAssessed,nhvrAssessmentDate,loadRating,pbsApprovalClass,importanceLevel,averageDailyTraffic,heavyVehiclePercent,gazetteReference,nhvrReferenceUrl,freightRoute,overMassRoute,hmlApproved,bDoubleApproved,dataSource,sourceReferenceUrl,openDataReference,sourceRecordId,restriction_ID,geoJson
,,OSM-48994008,Calala Lane,Road Bridge,,,NSW,New England & North West,,-31.124432,150.934221,,Local Council (inferred),,Beam Bridge,,,,,,,,45,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48994008,OSM:way/48994008,48994008,,"{""type"":""LineString"",""coordinates"":[[150.9340116,-31.1243418],[150.934431,-31.1245213]]}"
,,OSM-48994033,O'Briens Lane,Road Bridge,,,NSW,New England & North West,,-31.136283,150.990414,,Local Council (inferred),,Beam Bridge,,,,,,,,56,,2,,,,Restricted,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt. No engineering/inspection data from open source. HV: load limit 25t (posted, open data; NHVR gazettal/route approval NOT verified).",Active,,,,25,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48994033,OSM:way/48994033,48994033,,"{""type"":""LineString"",""coordinates"":[[150.9905001,-31.1360444],[150.9903284,-31.1365219]]}"
,,OSM-48996690,Main Northern Railway,Rail Bridge,,,NSW,New England & North West,,-31.15066,150.872572,,Transport Asset Holding Entity (inferred),,Beam Bridge,,,,,,,,27,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/48996690,OSM:way/48996690,48996690,,"{""type"":""LineString"",""coordinates"":[[150.8724789,-31.1507541],[150.8726642,-31.1505653]]}"
,,B84,Dunedoo Road,Road Bridge,,B84,NSW,Central West & Orana,,-32.227203,148.849041,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,26,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49037880,OSM:way/49037880,49037880,,"{""type"":""LineString"",""coordinates"":[[148.848902,-32.2272175],[148.8491806,-32.2271875]]}"
,,B84,Golden Highway,Road Bridge,,B84,NSW,Central West & Orana,,-32.096259,150.118331,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,69,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49037882,OSM:way/49037882,49037882,,"{""type"":""LineString"",""coordinates"":[[150.1180042,-32.0961209],[150.1186573,-32.0963977]]}"
,,B84;27,Jerrys Plains Road,Road Bridge,,B84;27,NSW,Hunter,,-32.566516,151.021658,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,194,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49037888,OSM:way/49037888,49037888,,"{""type"":""LineString"",""coordinates"":[[151.0217148,-32.5656475],[151.0216015,-32.5673855]]}"
,,OSM-49042292,Bulunbulun Road,Road Bridge,,,NSW,Regional NSW,,-31.239446,150.553088,,Local Council (inferred),,Beam Bridge,,,,,,,,41,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49042292,OSM:way/49042292,49042292,,"{""type"":""LineString"",""coordinates"":[[150.5532833,-31.2393659],[150.5528917,-31.2395264]]}"
,,OSM-49046645,Coonabarabran Road,Road Bridge,,,NSW,Regional NSW,,-31.406365,150.228031,,Local Council (inferred),,Beam Bridge,,,,,,,,24,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49046645,OSM:way/49046645,49046645,,"{""type"":""LineString"",""coordinates"":[[150.22815,-31.4063343],[150.227912,-31.4063967]]}"
,,OSM-49131974,Black Stump Way,Road Bridge,,,NSW,Central West & Orana,,-31.954071,149.643169,,Local Council (inferred),,Beam Bridge,,,,,,,,28,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49131974,OSM:way/49131974,49131974,,"{""type"":""LineString"",""coordinates"":[[149.6431204,-31.9539538],[149.6432166,-31.9541891]]}"
,,OSM-49131986,Black Stump Way,Road Bridge,,,NSW,Central West & Orana,,-31.837445,149.708517,,Local Council (inferred),,Beam Bridge,,,,,,,,11,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49131986,OSM:way/49131986,49131986,,"{""type"":""LineString"",""coordinates"":[[149.7085407,-31.8374006],[149.7084932,-31.8374887]]}"
,,OSM-49131988,Vinegaroy Road,Road Bridge,,,NSW,Central West & Orana,,-31.826763,149.725735,,Local Council (inferred),,Beam Bridge,,,,4.8,,,,38,,2,,,,Restricted,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: PARTIAL - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt. No engineering/inspection data from open source. HV: clearance 4.8m (posted, open data; NHVR gazettal/route approval NOT verified). On NSW freight network (OSM hgv=designated, spatial join); NHVR B-double/road-train/HML approval NOT verified.",Active,,,,,,2,,,,,true,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49131988,OSM:way/49131988,49131988,,"{""type"":""LineString"",""coordinates"":[[149.7258764,-31.8268858],[149.7255941,-31.8266399]]}"
,,OSM-49133256,Merotherie Road,Road Bridge,,,NSW,Central West & Orana,,-32.103211,149.577622,,Local Council (inferred),,Beam Bridge,,,,,,,,30,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49133256,OSM:way/49133256,49133256,,"{""type"":""LineString"",""coordinates"":[[149.5777371,-32.1031174],[149.5775065,-32.1033037]]}"
,,OSM-49134547,Barneys Reef Road,Road Bridge,,,NSW,Central West & Orana,,-32.328369,149.530006,,Local Council (inferred),,Beam Bridge,,,,,,,,75,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49134547,OSM:way/49134547,49134547,,"{""type"":""LineString"",""coordinates"":[[149.5298543,-32.3280548],[149.5301575,-32.3286826]]}"
,,OSM-49185774,Ropes Crossing Boulevard,Road Bridge,,,NSW,Sydney Metropolitan,,-33.739951,150.778657,,Local Council (inferred),,Beam Bridge,,,,,,,,59,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49185774,OSM:way/49185774,49185774,,"{""type"":""LineString"",""coordinates"":[[150.7786078,-33.7402132],[150.778707,-33.739688]]}"
,,A,Henry Lawson Drive,Road Bridge,,A,NSW,Central West & Orana,,-32.421313,149.621253,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,34,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49187663,OSM:way/49187663,49187663,,"{""type"":""LineString"",""coordinates"":[[149.6212495,-32.4214641],[149.6212573,-32.4211616]]}"
,,A,Henry Lawson Drive,Road Bridge,,A,NSW,Central West & Orana,,-32.41266,149.613849,,Transport for NSW (inferred),,Beam Bridge,,,,,,,,37,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49187664,OSM:way/49187664,49187664,,"{""type"":""LineString"",""coordinates"":[[149.6139153,-32.4128156],[149.6137825,-32.4125042]]}"
,,OSM-49257146,Gwabegar Line,Rail Bridge,,,NSW,Central West & Orana,,-32.60068,149.623006,,Transport Asset Holding Entity (inferred),,Beam Bridge,,,,,,,,35,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49257146,OSM:way/49257146,49257146,,"{""type"":""LineString"",""coordinates"":[[149.6228484,-32.6007664],[149.6231642,-32.6005944]]}"
,,OSM-49334484,Tarana Road,Road Bridge,,,NSW,Central West & Orana,,-33.490957,149.71563,,Local Council (inferred),,Beam Bridge,,,,,,,,23,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49334484,OSM:way/49334484,49334484,,"{""type"":""LineString"",""coordinates"":[[149.7155155,-33.4909215],[149.7157445,-33.4909922]]}"
,,OSM-49334496,Tarana Road,Road Bridge,,,NSW,Central West & Orana,,-33.498277,149.722256,,Local Council (inferred),,Beam Bridge,,,,,,,,38,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49334496,OSM:way/49334496,49334496,,"{""type"":""LineString"",""coordinates"":[[149.7223726,-33.4981385],[149.7221393,-33.4984148]]}"
,,OSM-49334512,Tarana Road,Road Bridge,,,NSW,Central West & Orana,,-33.47229,149.670845,,Local Council (inferred),,Beam Bridge,,,,,,,,25,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49334512,OSM:way/49334512,49334512,,"{""type"":""LineString"",""coordinates"":[[149.6707116,-33.4723022],[149.6709787,-33.4722779]]}"
,,OSM-49334539,Brewongle School Road,Road Bridge,,,NSW,Central West & Orana,,-33.485206,149.714769,,Local Council (inferred),,Beam Bridge,,,,,,,,3,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49334539,OSM:way/49334539,49334539,,"{""type"":""LineString"",""coordinates"":[[149.7147664,-33.4852213],[149.7147719,-33.4851911]]}"
,,OSM-49406961,Beaconsfield Road,Road Bridge,,,NSW,Central West & Orana,,-33.585144,149.72215,,Local Council (inferred),,Beam Bridge,,,,,,,,37,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49406961,OSM:way/49406961,49406961,,"{""type"":""LineString"",""coordinates"":[[149.7222896,-33.5850275],[149.7220107,-33.5852599]]}"
,,OSM-49406968,Beaconsfield Road,Road Bridge,,,NSW,Central West & Orana,,-33.621875,149.719076,,Local Council (inferred),,Beam Bridge,,,,,,,,18,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49406968,OSM:way/49406968,49406968,,"{""type"":""LineString"",""coordinates"":[[149.7190503,-33.6217955],[149.7191013,-33.6219552]]}"
,,OSM-49456833,River Road,Road Bridge,,,NSW,Sydney Metropolitan,,-34.019262,151.047942,,Local Council (inferred),,Beam Bridge,,,,,,,,402,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,3,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49456833,OSM:way/49456833,49456833,,"{""type"":""LineString"",""coordinates"":[[151.0457494,-34.0193811],[151.0459188,-34.0193285],[151.0460564,-34.0192878],[151.0461825,-34.0192551],[151.0463187,-34.0192239],[151.0465453,-34.0191851],[151.0467359,-34.0191535],[151.0468624,-34.0191366],[151.046988,-34.0191236],[151.0471206,-34.0191134],[151.0472477,-34.0191093],[151.047411,-34.0191038],[151.0475806,-34.0191023],[151.0477006,-34.0191057],[151.0478317,-34.019113],[151.0479554,-34.0191205],[151.0480774,-34.0191306],[151.0482155,-34.0191448],[151.0483361,-34.0191602],[151.0484908,-34.0191867],[151.0486502,-34.0192171],[151.048815,-34.019251],[151.0489492,-34.0192844],[151.0491334,-34.0193362],[151.0492413,-34.019368],[151.0493113,-34.0193907],[151.0495517,-34.0194784],[151.0496612,-34.0195214],[151.0497615,-34.0195629],[151.0498545,-34.019602],[151.0499498,-34.0196444]]}"
,,OSM-49493735,Beaconsfield Road,Road Bridge,,,NSW,Central West & Orana,,-33.688831,149.71295,,Local Council (inferred),,Beam Bridge,,,,,,,,31,,1,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49493735,OSM:way/49493735,49493735,,"{""type"":""LineString"",""coordinates"":[[149.7130951,-33.6887661],[149.7128041,-33.6888967]]}"
,,OSM-49493743,Beaconsfield Road,Road Bridge,,,NSW,Central West & Orana,,-33.658199,149.720837,,Local Council (inferred),,Beam Bridge,,,,,,,,19,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,1,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49493743,OSM:way/49493743,49493743,,"{""type"":""LineString"",""coordinates"":[[149.7208199,-33.6581151],[149.7208547,-33.6582826]]}"
,,OSM-49509350,Rose Payten Drive,Road Bridge,,,NSW,Sydney Metropolitan,,-34.047169,150.834644,,Local Council (inferred),,Beam Bridge,,,,,,,,40,,2,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,2,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49509350,OSM:way/49509350,49509350,,"{""type"":""LineString"",""coordinates"":[[150.8344774,-34.0470496],[150.8346457,-34.0471705],[150.8348092,-34.0472871]]}"
,,OSM-49667770,Down Relief,Rail Bridge,,,NSW,Sydney Metropolitan,,-33.837329,151.018879,,Transport Asset Holding Entity (inferred),,Beam Bridge,,,,,,,,29,,,,,,,,,,,,,"OPEN DATA (OpenStreetMap, ODbL). DQ: INCOMPLETE - geometry & identity captured; owner/region/importance INFERRED (verify). Missing: condition, conditionRating, lastInspectionDate, lga, yearBuilt, postingStatus. No engineering/inspection data from open source.",Active,,,,,,4,,,,,,,,,"OpenStreetMap (open data, ODbL)",https://www.openstreetmap.org/way/49667770,OSM:way/49667770,49667770,,"{""type"":""LineString"",""coordinates"":[[151.0190059,-33.8374075],[151.0187523,-33.8372507]]}"
